-31.9239 -17.7817 5
-24.8528 -10.7107 10
-10.7107 -24.8528 10
-17.7817 -31.9239 5

-31.9239 -17.7817 5
-38.9949 -24.8528 10
-24.8528 -38.9949 10
-17.7817 -31.9239 5

-31.9239 -17.7817 5
-38.9949 -24.8528 5
-24.8528 -38.9949 5
-17.7817 -31.9239 5

-31.9239 -17.7817 5
-38.9949 -24.8528 0
-24.8528 -38.9949 0
-17.7817 -31.9239 5

-31.9239 -17.7817 5
-24.8528 -10.7107 0
-10.7107 -24.8528 0
-17.7817 -31.9239 5

-31.9239 -17.7817 5
-24.8528 -10.7107 10
-10.7107 -24.8528 10
-17.7817 -31.9239 5

